Subject,Start_Date,Start_Time,End_Date,End_Time,Location,All_Day_Event
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,15/03/2018,18:30,15/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01G,14/03/2018,08:30,14/03/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,12/03/2018,17:30,12/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,13/03/2018,15:30,13/03/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,15/03/2018,15:30,15/03/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01M01,14/03/2018,11:30,14/03/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,15/03/2018,16:30,15/03/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,13/03/2018,08:30,13/03/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,15/03/2018,12:30,15/03/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,08/03/2018,17:30,08/03/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01M01,08/03/2018,18:30,08/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21749 - Gestió Estratègica de Sistemes d'Informació Empresarials / 01G,06/03/2018,17:30,06/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,07/03/2018,17:30,07/03/2018,18:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01G,05/03/2018,17:30,05/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,08/03/2018,15:30,08/03/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21714 - Informàtica Gràfica / 01M01,07/03/2018,18:30,07/03/2018,19:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01M01,08/03/2018,16:30,08/03/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,20/03/2018,15:30,20/03/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,08/03/2018,12:30,08/03/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
21730 - Processos i Qualitat de Software / 01G,22/03/2018,15:30,22/03/2018,16:20,Anselm Turmeda Aula A5.Planta primera ala est,False
21730 - Processos i Qualitat de Software / 01G,06/03/2018,15:30,06/03/2018,17:20,Anselm Turmeda Aula A5.Planta primera ala est,False
20395 - English for Engineering / 01M01,07/03/2018,11:30,07/03/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,06/03/2018,08:30,06/03/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01G,07/03/2018,08:30,07/03/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01X02,22/03/2018,12:30,22/03/2018,14:20,Anselm Turmeda Aula Informàtica 2ª planta,False
20395 - English for Engineering / 01G,21/03/2018,08:30,21/03/2018,11:20,Anselm Turmeda Aula A8.Planta primera ala est,False
21721 - Llenguatges de Programació / 01G,20/03/2018,08:30,20/03/2018,10:20,Anselm Turmeda Aula A8.Planta primera ala est,False
20395 - English for Engineering / 01M01,21/03/2018,11:30,21/03/2018,12:30,Anselm Turmeda Aula A8.Planta primera ala est,False
